group,names,scores,logfoldchanges,pvals,pvals_adj
0,AL139383.1,0.5664804,,0.5710672463676414,0.9999372934414194
0,AC107032.2,0.5614659,,0.574479943397542,0.9999372934414194
0,SPARC,0.53383607,,0.5934549729658612,0.9999372934414194
0,LMCD1-AS1,0.5188294,,0.6038797112292837,0.9999372934414194
0,RASSF8,0.508851,,0.6108566884092022,0.9999372934414194
0,PF4,0.5088275,0.75734264,0.6108731169185486,0.9999372934414194
0,MIR181A2HG,0.4848409,-0.60778344,0.6277892001741945,0.9999372934414194
0,LINC00276,0.48470575,,0.6278850869590151,0.9999372934414194
0,PTX3,0.47270072,,0.6364267128821794,0.9999372934414194
0,IL1R1,0.41850868,,0.6755752426958376,0.9999372934414194
0,UNC5C,0.41509652,,0.6780712356238112,0.9999372934414194
0,GRM7,0.38235864,,0.702195372363202,0.9999372934414194
0,AL078459.1,0.3823558,3.1834464,0.7021974700716042,0.9999372934414194
0,TNFSF15,0.3633891,-6.317739,0.7163142419274886,0.9999372934414194
0,CAVIN2,0.35641956,-0.87055475,0.7215263882951646,0.9999372934414194
0,CCL3,0.3408466,0.73037773,0.7332190580571432,0.9999372934414194
0,AC007271.1,0.33756658,,0.7356898164631243,0.9999372934414194
0,LINC00351,0.32751888,-2.7961287,0.7432754741856007,0.9999372934414194
0,AC004053.1,0.32511428,,0.7450945920414767,0.9999372934414194
0,STXBP6,0.3241047,-4.4520864,0.7458587648986317,0.9999372934414194
0,PTH2R,0.2935114,,0.7691312992028962,0.9999372934414194
0,INHBA,0.27837786,-2.486985,0.7807223088783704,0.9999372934414194
0,LINC02733,0.27046946,-1.9418694,0.7867991029860265,0.9999372934414194
0,CPB2,0.26934192,-1.9382067,0.7876665768315596,0.9999372934414194
0,LRRC75B,0.26200205,-1.8381916,0.7933198667449421,0.9999372934414194
0,ST18,0.26134363,,0.7938275339014867,0.9999372934414194
0,AC099344.3,0.25181955,-1.8071021,0.8011805400311829,0.9999372934414194
0,AL360268.2,0.24446149,-1.6172962,0.8068734173412916,0.9999372934414194
0,IL1B,0.237696,,0.8121168833280165,0.9999372934414194
0,LINC02008,0.22996782,-1.2764872,0.8181167756015829,0.9999372934414194
0,LINC01182,0.21388899,-1.3533075,0.8306336287169375,0.9999372934414194
0,AC099508.2,0.20267269,-1.0986061,0.8393908663230873,0.9999372934414194
0,STOX2,0.19155277,-1.5340575,0.8480925386506302,0.9999372934414194
0,AC010451.1,0.18987145,-1.1968341,0.8494098642816771,0.9999372934414194
0,ETV3L,0.1867466,-1.0866321,0.8518593176563127,0.9999372934414194
0,AC012063.1,0.18445918,-2.9014826,0.8536532499297725,0.9999372934414194
0,AC012485.3,0.17825472,-1.0065962,0.8585229303519769,0.9999372934414194
0,LYPD6B,0.17822261,-1.0136036,0.8585481571386464,0.9999372934414194
0,BX640514.2,0.17612953,-0.981586,0.8601921748696446,0.9999372934414194
0,CXCL10,0.1721806,-1.1953665,0.8632955545605357,0.9999372934414194
0,TMEM72,0.17123528,-1.2063956,0.8640387689503478,0.9999372934414194
0,DYNC2H1,0.17030613,,0.864769393355705,0.9999372934414194
0,LINC02828,0.16881694,-1.2724725,0.8659406350204472,0.9999372934414194
0,LINC02211,0.16827407,-1.0133563,0.8663676689647991,0.9999372934414194
0,AC124854.1,0.16782394,-1.0528932,0.8667217855020806,0.9999372934414194
0,GLIS3,0.16550298,,0.8685481020831772,0.9999372934414194
0,AC009682.1,0.16029294,-0.86766326,0.872650316769676,0.9999372934414194
0,APLF,0.15987717,,0.8729778413149363,0.9999372934414194
0,MIR100HG,0.15793581,-1.3070357,0.8745073721921142,0.9999372934414194
0,CXCL9,0.15555687,-1.5358177,0.8763823192125678,0.9999372934414194
0,C1orf53,0.14845823,-0.9633953,0.8819811497818072,0.9999372934414194
0,CBLIF,0.14521943,-1.0817682,0.8845376259191212,0.9999372934414194
0,ZNF521,0.14195377,-1.9295373,0.8871165292912251,0.9999372934414194
0,AC009229.1,0.1383016,-1.2243531,0.8900020595619582,0.9999372934414194
0,AC104009.1,0.13742417,-0.85769606,0.8906955269514111,0.9999372934414194
0,TRPM3,0.13611276,-2.1578586,0.891732131408572,0.9999372934414194
0,MIR924HG,0.13379747,-0.90442145,0.8935627295230771,0.9999372934414194
0,AC073050.1,0.1310088,-0.69468606,0.8957683459944882,0.9999372934414194
0,AL138708.1,0.13094354,-1.026564,0.8958199687021383,0.9999372934414194
0,AC092691.1,0.13015561,-0.67845815,0.8964433116919137,0.9999372934414194
0,NR5A1,0.12910403,-1.0169921,0.8972753343657778,0.9999372934414194
0,ITGA1,0.1278783,2.138816,0.8982452908214319,0.9999372934414194
0,AC022126.1,0.12681013,-1.1333917,0.8990906694743293,0.9999372934414194
0,LHFPL3,0.12561612,-1.3659904,0.9000357998453891,0.9999372934414194
0,AC100801.1,0.12498477,-0.8042669,0.900535608906211,0.9999372934414194
0,AC108721.2,0.12498477,-0.7934545,0.900535608906211,0.9999372934414194
0,LINC01697,0.12454454,-0.72681653,0.9008841391188587,0.9999372934414194
0,AADACL2-AS1,0.11991878,-0.8108731,0.9045474881232772,0.9999372934414194
0,PHEX,0.11841181,,0.9057413672572443,0.9999372934414194
0,GCSAML,0.1170097,-0.5857998,0.9068523672286215,0.9999372934414194
0,AC017037.5,0.11368827,-0.9146783,0.9094849119264716,0.9999372934414194
0,TRPM6,0.11246779,-0.5198492,0.9104525113286359,0.9999372934414194
0,AC010343.3,0.11189118,-0.58971626,0.9109096886686849,0.9999372934414194
0,AL512274.1,0.10962558,-0.51049256,0.9127063242226732,0.9999372934414194
0,LINC00907,0.107004195,,0.9147856522774362,0.9999372934414194
0,AL356124.1,0.10648396,,0.9151983825783334,0.9999372934414194
0,MME,0.106364354,-0.66783834,0.9152932737132183,0.9999372934414194
0,LBP,0.10571259,-0.5440123,0.9158103874604533,0.9999372934414194
0,AC007387.3,0.10519256,-0.69390273,0.9162230140143807,0.9999372934414194
