gene,score,logfoldchange,pval,pval_adj,pct_nz_group,subtype
AC245452.1,0.37030053,0.6891819,0.7111585807667312,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
TRIB1,0.37030053,0.2215643,0.7111585807667312,1.0,0.06495098039215687,Treg-like/activated CD4 T cell
INSR,0.37021124,0.5645029,0.7112250907829885,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
STX2,0.37021124,0.0836834,0.7112250907829885,1.0,0.13480392156862744,Treg-like/activated CD4 T cell
DET1,0.3700327,0.25563267,0.7113581174095273,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
ATP6V1D,0.36998808,0.09249124,0.7113913754395835,1.0,0.17034313725490197,Treg-like/activated CD4 T cell
GALNT3,0.36994344,0.13828596,0.7114246340188941,1.0,0.11029411764705882,Treg-like/activated CD4 T cell
NPLOC4,0.3697649,0.0014583764,0.7115576738275347,1.0,0.18137254901960784,Treg-like/activated CD4 T cell
RGPD2,0.36972025,0.10089275,0.7115909351522585,1.0,0.11764705882352941,Treg-like/activated CD4 T cell
ORAI1,0.369631,0.15251261,0.7116574594483818,1.0,0.07230392156862746,Treg-like/activated CD4 T cell
TMEM263,0.36958635,0.06099458,0.7116907224196671,1.0,0.15073529411764705,Treg-like/activated CD4 T cell
IMPDH2,0.3692739,0.12038219,0.7119235785801619,1.0,0.04534313725490196,Treg-like/activated CD4 T cell
FKBP15,0.3692739,0.04443086,0.7119235785801619,1.0,0.11519607843137254,Treg-like/activated CD4 T cell
CAMKK1,0.3690507,1.6292566,0.7120899208603945,1.0,0.015931372549019607,Treg-like/activated CD4 T cell
TNFRSF9,0.3689168,0.229883,0.7121897328056221,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
WBP1,0.36873826,0.19691144,0.7123228230693222,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
SCAMP1-AS1,0.36860436,0.45317662,0.7124226465176398,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
ACOT13,0.36842582,0.14784655,0.7125557521131793,1.0,0.07598039215686274,Treg-like/activated CD4 T cell
AMZ2,0.36820263,0.2908219,0.7127221464203125,1.0,0.04779411764705882,Treg-like/activated CD4 T cell
GPR183,0.36806872,0.024220599,0.7128219895686196,1.0,0.24754901960784315,Treg-like/activated CD4 T cell
GLYCTK,0.36806872,0.40989602,0.7128219895686196,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
KIAA1143,0.36802408,-0.01110921,0.7128552717117158,1.0,0.12745098039215685,Treg-like/activated CD4 T cell
PAFAH2,0.36793482,0.31198373,0.7129218376380553,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
SLC4A4,0.36789018,1.4873334,0.7129551214211839,1.0,0.015931372549019607,Treg-like/activated CD4 T cell
VWA8,0.3675331,0.019697478,0.7132214113576546,1.0,0.49387254901960786,Treg-like/activated CD4 T cell
NCAPG2,0.36735454,0.30310813,0.71335456943422,1.0,0.0661764705882353,Treg-like/activated CD4 T cell
LONP1,0.36730993,0.09858354,0.7133878603181909,1.0,0.0784313725490196,Treg-like/activated CD4 T cell
ZPR1,0.36726528,0.32577255,0.7134211517479789,1.0,0.056372549019607844,Treg-like/activated CD4 T cell
PIAS1,0.367176,0.051548753,0.7134877362447767,1.0,0.7867647058823529,Treg-like/activated CD4 T cell
LMAN2,0.36699745,0.10545133,0.7136209117856521,1.0,0.11397058823529412,Treg-like/activated CD4 T cell
TUBG2,0.36699745,1.4279139,0.7136209117856521,1.0,0.015931372549019607,Treg-like/activated CD4 T cell
NUDT5,0.36695284,0.076461345,0.7136542070345528,1.0,0.12622549019607843,Treg-like/activated CD4 T cell
MC1R,0.3669082,1.2594972,0.7136875028288114,1.0,0.015931372549019607,Treg-like/activated CD4 T cell
VANGL1,0.36686355,1.0122677,0.7137207991683707,1.0,0.020833333333333332,Treg-like/activated CD4 T cell
CYSTM1,0.3665511,0.19818756,0.7139538888088777,1.0,0.08333333333333333,Treg-like/activated CD4 T cell
CUL9,0.36646184,0.21575889,0.7140204907534546,1.0,0.07720588235294118,Treg-like/activated CD4 T cell
CPEB2,0.3664172,-0.0010369339,0.7140537925428612,1.0,0.2193627450980392,Treg-like/activated CD4 T cell
CRYL1,0.36614937,0.09767134,0.7142536147153363,1.0,0.09313725490196079,Treg-like/activated CD4 T cell
AC005224.2,0.36614937,0.12950072,0.7142536147153363,1.0,0.08700980392156862,Treg-like/activated CD4 T cell
TRAF2,0.36601546,0.37139848,0.7143535331507257,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
TTC33,0.36597082,0.06510357,0.7143868403842357,1.0,0.1801470588235294,Treg-like/activated CD4 T cell
PARD3,0.36583692,0.9911399,0.7144867653491014,1.0,0.015931372549019607,Treg-like/activated CD4 T cell
UQCRQ,0.36512274,0.20450878,0.7150197811333042,1.0,0.06862745098039216,Treg-like/activated CD4 T cell
AC023509.6,0.36485493,0.16401039,0.7152196979031491,1.0,0.05392156862745098,Treg-like/activated CD4 T cell
TCEANC,0.3648103,0.24567573,0.7152530192644233,1.0,0.03308823529411765,Treg-like/activated CD4 T cell
TAS2R30,0.36458713,0.37394112,0.7154196342086275,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
CNTROB,0.3644532,0.62394774,0.7155196096833443,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
CCDC196,0.36436394,0.5857554,0.7155862627106102,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
MEF2C,0.3643193,0.34239858,0.7156195900373068,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
RABL2A,0.36427465,0.61950016,0.715652917905969,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
GSN,0.36423004,0.13683815,0.7156862463165394,1.0,0.05024509803921569,Treg-like/activated CD4 T cell
NDUFB4,0.36387295,0.11627708,0.7159528931028811,1.0,0.08946078431372549,Treg-like/activated CD4 T cell
EDRF1,0.3638283,0.06893004,0.7159862263880321,1.0,0.31004901960784315,Treg-like/activated CD4 T cell
ADD1,0.36364976,0.028613752,0.71611956494138,1.0,0.3872549019607843,Treg-like/activated CD4 T cell
ALG1L2,0.36364976,0.81209874,0.71611956494138,1.0,0.020833333333333332,Treg-like/activated CD4 T cell
SDAD1,0.36329266,0.043870583,0.7163862680172587,1.0,0.18627450980392157,Treg-like/activated CD4 T cell
KIF5C,0.36329266,0.16950957,0.7163862680172587,1.0,0.07965686274509803,Treg-like/activated CD4 T cell
PWWP2A,0.3632034,0.08787397,0.7164529491937848,1.0,0.15808823529411764,Treg-like/activated CD4 T cell
USP28,0.36315876,0.1905258,0.7164862905928642,1.0,0.07352941176470588,Treg-like/activated CD4 T cell
DHRS4-AS1,0.36311412,0.16970503,0.7165196325324108,1.0,0.06985294117647059,Treg-like/activated CD4 T cell
LRRC8C-DT,0.36311412,0.09642162,0.7165196325324108,1.0,0.10049019607843138,Treg-like/activated CD4 T cell
FAM156A,0.3627124,0.6451009,0.7168197342998448,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
USP12-AS1,0.36262313,0.6483422,0.7168864295217731,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
ARRDC1,0.36262313,0.14380014,0.7168864295217731,1.0,0.06004901960784314,Treg-like/activated CD4 T cell
GLE1,0.36253387,0.055548675,0.7169531269028018,1.0,0.09803921568627451,Treg-like/activated CD4 T cell
ZYX,0.36248922,0.21753193,0.7169864764028344,1.0,0.07720588235294118,Treg-like/activated CD4 T cell
HIPK3,0.36226603,0.043117117,0.7171532319958732,1.0,0.3639705882352941,Treg-like/activated CD4 T cell
EMC1,0.36222142,0.24522036,0.717186584732652,1.0,0.05759803921568627,Treg-like/activated CD4 T cell
XYLT1,0.3619536,0.017041713,0.7173867124756717,1.0,0.3860294117647059,Treg-like/activated CD4 T cell
B9D2,0.3614626,0.5800354,0.7177536637168807,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
CCNE2,0.3614626,0.5907562,0.7177536637168807,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
DCAF16,0.3612394,0.005635874,0.7179204812711828,1.0,0.17034313725490197,Treg-like/activated CD4 T cell
PP2D1,0.3611055,0.7708283,0.7180205782600435,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
MED23,0.36106086,0.03622153,0.7180539449986968,1.0,0.43504901960784315,Treg-like/activated CD4 T cell
USP13,0.3609716,0.13572495,0.7181206800892063,1.0,0.07965686274509803,Treg-like/activated CD4 T cell
ISG20L2,0.36079305,0.10734454,0.7182541567214173,1.0,0.07598039215686274,Treg-like/activated CD4 T cell
BRMS1L,0.3607484,0.26208514,0.718287527223131,1.0,0.056372549019607844,Treg-like/activated CD4 T cell
CEP97,0.3607484,0.06383273,0.718287527223131,1.0,0.09313725490196079,Treg-like/activated CD4 T cell
NEDD8,0.36070377,0.09346809,0.7183208982621937,1.0,0.11519607843137254,Treg-like/activated CD4 T cell
NUBP1,0.36070377,0.24436165,0.7183208982621937,1.0,0.0625,Treg-like/activated CD4 T cell
EHD4-AS1,0.36065915,23.560303,0.7183542698385472,1.0,0.00980392156862745,Treg-like/activated CD4 T cell
AC011912.1,0.36065915,0.5105551,0.7183542698385472,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
NPL,0.36065915,0.63058025,0.7183542698385472,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
RSAD1,0.36065915,0.35727867,0.7183542698385472,1.0,0.05514705882352941,Treg-like/activated CD4 T cell
TNKS2,0.36056986,0.04643204,0.7184210146028956,1.0,0.5404411764705882,Treg-like/activated CD4 T cell
DTX2,0.36056986,0.31478566,0.7184210146028956,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
GPR132,0.36039132,0.08811219,0.7185545105765385,1.0,0.12622549019607843,Treg-like/activated CD4 T cell
LINC02035,0.36039132,0.60836244,0.7185545105765385,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
IDI2-AS1,0.36003423,0.5325754,0.7188215282906482,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
PGBD1,0.35981107,0.5676321,0.7189884317975956,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
TAX1BP1,0.35972178,0.04021753,0.7190551969537149,1.0,0.6825980392156863,Treg-like/activated CD4 T cell
P2RY10,0.35958788,0.029145444,0.719155348707882,1.0,0.3075980392156863,Treg-like/activated CD4 T cell
CRLS1,0.35932007,0.1222924,0.7193556666824412,1.0,0.09191176470588236,Treg-like/activated CD4 T cell
SLC8A1-AS1,0.3592308,1.9479194,0.7194224436252175,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
EAF1-AS1,0.3592308,1.6074355,0.7194224436252175,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
GALNT12,0.35891834,0.4992581,0.7196561797863814,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
HACD3,0.35882908,0.074725635,0.719722966362358,1.0,0.15073529411764705,Treg-like/activated CD4 T cell
GPLD1,0.3587398,0.48215446,0.7197897550777708,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
HPSE,0.35869515,0.10849758,0.7198231502376209,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
CD160,0.3586059,1.4423926,0.7198899421613183,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
AC046195.1,0.35833806,1.4020997,0.7200903307602153,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
FP671120.4,0.3582488,0.28689,0.7201571312342361,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
MRPL14,0.35820416,0.42583492,0.7201905322724333,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
NFKBIL1,0.35807025,1.3991698,0.7202907385910762,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
SLC1A1,0.357981,0.22240147,0.7203575454729674,1.0,0.04656862745098039,Treg-like/activated CD4 T cell
ECI1,0.3578917,0.3586599,0.7204243544898872,1.0,0.05024509803921569,Treg-like/activated CD4 T cell
MYD88,0.35780245,0.2879722,0.7204911656413711,1.0,0.04656862745098039,Treg-like/activated CD4 T cell
GLA,0.3577578,0.44947633,0.7205245720174296,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
MACC1,0.35744536,1.230336,0.7207584315836637,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
TWSG1,0.35735607,0.15155175,0.7208252534010042,1.0,0.04779411764705882,Treg-like/activated CD4 T cell
PTPRN2,0.3572668,0.9844046,0.7208920773501226,1.0,0.0196078431372549,Treg-like/activated CD4 T cell
ZC3H10,0.3572668,1.1871073,0.7208920773501226,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
STARD9,0.35717753,0.23340677,0.7209589034305544,1.0,0.07107843137254902,Treg-like/activated CD4 T cell
RBM14,0.35695437,0.061892617,0.7211259779530809,1.0,0.09436274509803921,Treg-like/activated CD4 T cell
C4orf47,0.35690972,1.1922218,0.7211593944550837,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
PABPC4,0.35677582,0.067225784,0.7212596471550421,1.0,0.1090686274509804,Treg-like/activated CD4 T cell
AASDH,0.356508,0.10194099,0.7214601669225025,1.0,0.08700980392156862,Treg-like/activated CD4 T cell
GPRC5D-AS1,0.35646334,0.7640204,0.7214935887455273,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
HLTF,0.35628483,0.081718564,0.7216272813548703,1.0,0.08700980392156862,Treg-like/activated CD4 T cell
SLC25A24,0.3561509,0.0068669585,0.7217275563933561,1.0,0.18627450980392157,Treg-like/activated CD4 T cell
CHRAC1,0.356017,0.39746916,0.7218278362142219,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
AC090971.2,0.35597235,0.37332618,0.7218612638836569,1.0,0.04044117647058824,Treg-like/activated CD4 T cell
LRRC37A,0.35592774,0.30595332,0.7218946920842348,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
U2AF2,0.35583845,0.109587155,0.721961550078587,1.0,0.06985294117647059,Treg-like/activated CD4 T cell
KMT5B,0.3557938,0.044735644,0.7219949798722447,1.0,0.2610294117647059,Treg-like/activated CD4 T cell
KLHL24,0.355526,0.048275236,0.7221955697812711,1.0,0.6029411764705882,Treg-like/activated CD4 T cell
AL157912.1,0.35548136,0.70269954,0.7222290032900789,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
ZNF263,0.3553028,0.062452123,0.7223627426297585,1.0,0.12009803921568628,Treg-like/activated CD4 T cell
PIH1D1,0.35521355,0.03833573,0.7224296154814521,1.0,0.08455882352941177,Treg-like/activated CD4 T cell
PRIM1,0.35512426,0.3735553,0.7224964904537607,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
BTD,0.35472256,-0.019659853,0.7227974540592722,1.0,0.26348039215686275,Treg-like/activated CD4 T cell
ARPC4,0.35467792,-0.0053401454,0.7228308971082272,1.0,0.2034313725490196,Treg-like/activated CD4 T cell
ATP5MC1,0.35463327,0.37314677,0.7228643406866373,1.0,0.04044117647058824,Treg-like/activated CD4 T cell
PEX19,0.3544101,0.19966866,0.7230315665184732,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
KYNU,0.35432082,0.71362233,0.7230984605553534,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
EIF1AD,0.35423157,0.5054338,0.7231653567081893,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
CTPS2,0.35414228,0.15456307,0.7232322549765142,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
SRGAP2,0.35414228,-0.0036388573,0.7232322549765142,1.0,0.20220588235294118,Treg-like/activated CD4 T cell
DGCR6L,0.35400838,0.52307326,0.7233326063445245,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
AC078962.3,0.35396373,0.64451116,0.7233660578577674,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
COMMD5,0.35396373,0.6229586,0.7233660578577674,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
SLC26A11,0.35374057,0.18926947,0.7235333233506549,1.0,0.06372549019607843,Treg-like/activated CD4 T cell
LAMTOR4,0.35369593,0.08000829,0.7235667780341588,1.0,0.15073529411764705,Treg-like/activated CD4 T cell
GNPTAB,0.35360664,0.037671763,0.7236336889856266,1.0,0.35784313725490197,Treg-like/activated CD4 T cell
DCTD,0.35356203,0.2414729,0.7236671452534738,1.0,0.05759803921568627,Treg-like/activated CD4 T cell
USP5,0.35351738,0.35016122,0.7237006020493189,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
AL590764.1,0.35351738,0.22591874,0.7237006020493189,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
WDR88,0.35333884,0.34138855,0.7238344345115104,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
D2HGDH,0.3532942,0.10389414,0.7238678939464694,1.0,0.07598039215686274,Treg-like/activated CD4 T cell
OSTC,0.3532942,0.12981802,0.7238678939464694,1.0,0.06862745098039216,Treg-like/activated CD4 T cell
ZNF830,0.35320494,0.14980718,0.7239348143992725,1.0,0.06372549019607843,Treg-like/activated CD4 T cell
NORAD,0.35298175,0.04084541,0.7241021247620533,1.0,0.24509803921568626,Treg-like/activated CD4 T cell
AGO1,0.35284784,0.10513438,0.7242025173070603,1.0,0.09191176470588236,Treg-like/activated CD4 T cell
LINC01772,0.3528032,0.3312733,0.7242359825429355,1.0,0.04534313725490196,Treg-like/activated CD4 T cell
POGK,0.35249075,0.16144198,0.7244702539469559,1.0,0.0821078431372549,Treg-like/activated CD4 T cell
TBL2,0.3524461,0.6935138,0.7245037233972429,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
SLC25A29,0.35235685,0.53890175,0.7245706638773748,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
GTF2IRD2B,0.3523122,0.0045877877,0.7246041349071028,1.0,0.13725490196078433,Treg-like/activated CD4 T cell
CARM1,0.35208902,0.21882528,0.724771497950027,1.0,0.056372549019607844,Treg-like/activated CD4 T cell
TMEM87A,0.35208902,0.035638064,0.724771497950027,1.0,0.5134803921568627,Treg-like/activated CD4 T cell
FIP1L1,0.35177657,0.031095434,0.7250058283034841,1.0,0.45955882352941174,Treg-like/activated CD4 T cell
AC009542.1,0.35155338,0.17074776,0.7251732228984216,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
PSMD8,0.35150877,0.10277033,0.7252067033937533,1.0,0.09313725490196079,Treg-like/activated CD4 T cell
PAK4,0.35141948,0.7709457,0.725273665960293,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
MSANTD2,0.35133022,0.09124711,0.7253406306276113,1.0,0.09681372549019608,Treg-like/activated CD4 T cell
ZNF518B,0.35119632,0.14891674,0.725441081566526,1.0,0.06740196078431372,Treg-like/activated CD4 T cell
NINJ2,0.35097313,0.11274806,0.7256085102953167,1.0,0.09681372549019608,Treg-like/activated CD4 T cell
RBM47,0.3509285,0.2904597,0.7256419976151384,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
AF131216.1,0.3509285,2.122261,0.7256419976151384,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
GSTM2,0.35074994,2.042631,0.7257759521393534,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
HARS,0.35061604,0.1031789,0.7258764235380513,1.0,0.08088235294117647,Treg-like/activated CD4 T cell
HPS4,0.3505714,0.07103307,0.7259099150526453,1.0,0.13357843137254902,Treg-like/activated CD4 T cell
CIT,0.35048214,0.47085434,0.7259768996540248,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
NAIP,0.35048214,0.049490646,0.7259768996540248,1.0,0.11029411764705882,Treg-like/activated CD4 T cell
DCAKD,0.35048214,0.033808246,0.7259768996540248,1.0,0.0784313725490196,Treg-like/activated CD4 T cell
SLC41A1,0.35048214,0.09673819,0.7259768996540248,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
B3GALT2,0.3504375,1.2381517,0.726010392740693,1.0,0.01838235294117647,Treg-like/activated CD4 T cell
ARHGEF37,0.35039285,1.7680755,0.7260438863512688,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
RAD51B,0.35034823,0.03814263,0.7260773804856937,1.0,0.5882352941176471,Treg-like/activated CD4 T cell
WDR90,0.35012504,1.7111955,0.7262448590135058,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
SKIV2L,0.3499465,0.45503938,0.726378851259067,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
AC012568.1,0.34990185,1.2732048,0.7264123506287626,1.0,0.01838235294117647,Treg-like/activated CD4 T cell
PRPSAP1,0.34990185,0.27495793,0.7264123506287626,1.0,0.04044117647058824,Treg-like/activated CD4 T cell
PLK4,0.34976795,0.49902037,0.7265128518768449,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
ATP2A1,0.34976795,1.7139499,0.7265128518768449,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
AKR1C3,0.3496787,1.6981039,0.7265798553241438,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
CD81-AS1,0.34950015,0.3946047,0.7267138684932175,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
KRBOX4,0.3494555,0.14955246,0.7267473730923266,1.0,0.07720588235294118,Treg-like/activated CD4 T cell
ZNF333,0.34941086,0.43058318,0.726780878214055,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
NSG1,0.3493216,1.6232392,0.7268478900251345,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
ZC3HC1,0.3490984,0.16812246,0.7270154286945647,1.0,0.05759803921568627,Treg-like/activated CD4 T cell
